student_id,name,age,gender,grade_level,subject_name,teacher_name,difficulty_level,hours_per_week,description,month,score,sleep_hours,study_hours,attendance_rate,internet_access,free_time_activity,parent_education,homework_completion_rate,extracurricular_activities,family_size,previous_gpa,school_transport,health_condition,tutoring,score_was_imputed,homework_completion_rate_was_imputed,study_hours_was_imputed,sleep_hours_was_imputed,previous_gpa_was_imputed,family_size_was_imputed,parent_education_was_imputed,performance_category
2,Bob Smith,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09-01,76.0,8.0,4.2,68,Yes,Sports,High School,90.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10-01,95.0,8.9,2.7,74,Yes,Sports,High School,91.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11-01,95.0,6.5,4.7,72,Yes,Sports,High School,84.0,Yes,8.0,2.9,Other,Normal,No,True,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12-01,100.0,8.4,3.7,90,Yes,Sports,High School,92.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09-01,66.0,7.8,6.3,76,Yes,Sports,High School,85.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Low
2,Bob Smith,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10-01,75.0,8.6,2.3,-5,Yes,Sports,High School,87.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11-01,82.0,5.1,6.4,71,Yes,Sports,High School,99.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12-01,79.0,8.7,1.9,85,Yes,Sports,High School,82.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09-01,75.0,7.0,3.0,72,Yes,Sports,High School,67.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10-01,96.0,5.8,4.9,72,Yes,Sports,High School,100.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11-01,93.0,7.2,3.0,66,Yes,Sports,High School,96.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12-01,98.0,6.0,4.8,86,Yes,Sports,High School,80.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-09-01,84.0,8.0,3.3,81,Yes,Sports,High School,84.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-10-01,85.0,7.8,6.3,93,Yes,Sports,High School,82.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-11-01,80.0,5.7,2.3,105,Yes,Sports,High School,68.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-12-01,93.0,8.5,5.0,78,Yes,Sports,High School,87.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09-01,87.0,8.2,1.8,86,Yes,Sports,High School,77.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10-01,87.0,5.3,3.1,86,Yes,Sports,High School,89.0,Yes,8.0,2.9,Other,Normal,No,True,False,False,False,False,False,True,High
2,Bob Smith,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11-01,81.0,5.1,5.1,87,Yes,Sports,High School,68.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,Medium
2,Bob Smith,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12-01,97.0,6.4,6.4,66,Yes,Sports,High School,82.0,Yes,8.0,2.9,Other,Normal,No,False,False,False,False,False,False,True,High
3,Carol Davis,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09-01,100.0,8.3,3.1,99,No,Gaming,Postgrad,88.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10-01,100.0,5.5,3.1,80,No,Gaming,Postgrad,99.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,True,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11-01,100.0,5.3,1.6,99,No,Gaming,Postgrad,96.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12-01,100.0,6.3,4.1,72,No,Gaming,Postgrad,80.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09-01,100.0,6.8,2.3,87,No,Gaming,Postgrad,100.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10-01,100.0,7.8,4.6,76,No,Gaming,Postgrad,89.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,True,False,High
3,Carol Davis,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11-01,100.0,5.4,1.4,79,No,Gaming,Postgrad,83.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12-01,100.0,7.6,3.9,85,No,Gaming,Postgrad,88.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09-01,100.0,7.6,1.7,80,No,Gaming,Postgrad,82.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10-01,105.0,7.0,4.9,70,No,Gaming,Postgrad,88.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11-01,100.0,8.9,2.7,89,No,Gaming,Postgrad,70.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12-01,100.0,6.4,4.6,100,No,Gaming,Postgrad,87.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-09-01,100.0,5.6,4.3,99,No,Gaming,Postgrad,95.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-10-01,100.0,7.0,3.4,87,No,Gaming,Postgrad,67.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-11-01,100.0,6.2,1.3,83,No,Gaming,Postgrad,80.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-12-01,100.0,8.3,2.1,71,No,Gaming,Postgrad,89.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09-01,100.0,7.3,2.7,90,No,Gaming,Postgrad,86.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10-01,100.0,5.8,4.6,94,No,Gaming,Postgrad,83.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11-01,100.0,7.4,3.2,85,No,Gaming,Postgrad,94.0,Yes,2.0,3.68,Private Car,Normal,No,True,False,False,False,False,False,False,High
3,Carol Davis,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12-01,100.0,8.3,4.7,84,No,Gaming,Postgrad,99.0,Yes,2.0,3.68,Private Car,Normal,No,False,False,False,False,False,False,False,High
4,David Wilson,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09-01,78.4,7.9,2.0,64,Yes,TV/Social Media,High School,90.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10-01,73.4,5.4,5.7,81,Yes,TV/Social Media,High School,83.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11-01,91.4,7.3,3.2,80,Yes,TV/Social Media,High School,80.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12-01,95.4,5.5,5.7,66,Yes,TV/Social Media,High School,91.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09-01,57.4,5.5,2.0,75,Yes,TV/Social Media,High School,65.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Low
4,David Wilson,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10-01,65.4,7.8,1.9,86,Yes,TV/Social Media,High School,83.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Low
4,David Wilson,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11-01,77.4,6.1,4.4,68,Yes,TV/Social Media,High School,77.0,Yes,7.0,3.34,Bus,Chronic,No,False,True,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12-01,83.4,5.7,2.0,64,Yes,TV/Social Media,High School,77.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09-01,79.4,5.8,4.4,79,Yes,TV/Social Media,High School,85.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10-01,91.4,6.5,5.5,66,Yes,TV/Social Media,High School,88.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11-01,98.4,6.3,5.1,90,Yes,TV/Social Media,High School,96.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,True,False,True,High
4,David Wilson,17,Male,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12-01,93.4,6.7,5.9,63,Yes,TV/Social Media,High School,100.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-09-01,76.4,6.8,2.6,92,Yes,TV/Social Media,High School,79.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-10-01,79.4,7.1,4.7,-5,Yes,TV/Social Media,High School,88.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-11-01,90.4,5.2,4.7,76,Yes,TV/Social Media,High School,100.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,True,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-12-01,98.4,7.1,5.3,63,Yes,TV/Social Media,High School,100.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09-01,82.4,7.4,2.9,83,Yes,TV/Social Media,High School,100.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,Medium
4,David Wilson,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10-01,92.4,6.0,5.3,81,Yes,TV/Social Media,High School,87.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11-01,87.4,4.3,4.4,89,Yes,TV/Social Media,High School,74.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
4,David Wilson,17,Male,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12-01,100.0,5.2,1.5,88,Yes,TV/Social Media,High School,76.0,Yes,7.0,3.34,Bus,Chronic,No,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09-01,98.1,8.0,6.9,93,Yes,Music,High School,94.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10-01,100.0,7.3,3.1,70,Yes,Music,High School,100.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11-01,100.0,7.1,4.8,95,Yes,Music,High School,89.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12-01,100.0,5.2,3.3,74,Yes,Music,High School,83.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09-01,90.1,6.0,5.9,69,Yes,Music,High School,82.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10-01,100.0,7.7,2.4,82,Yes,Music,High School,96.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11-01,100.0,6.3,4.5,78,Yes,Music,High School,100.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12-01,100.0,8.7,5.7,71,Yes,Music,High School,88.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09-01,100.0,6.4,2.9,84,Yes,Music,High School,87.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,True,True,High
5,Eve Brown,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10-01,100.0,8.1,4.4,91,Yes,Music,High School,75.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11-01,100.0,5.5,2.9,94,Yes,Music,High School,83.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,english,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12-01,100.0,5.3,5.0,76,Yes,Music,High School,93.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-09-01,97.1,6.2,3.6,65,Yes,Music,High School,100.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-10-01,100.0,5.3,5.4,75,Yes,Music,High School,91.0,No,8.0,3.21,Walk,Normal,Yes,False,True,True,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-11-01,100.0,8.0,5.4,76,Yes,Music,High School,71.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,history,Ms. Layla,Medium,3,World and local history events,2023-12-01,100.0,6.3,6.9,82,Yes,Music,High School,91.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09-01,100.0,5.6,3.0,83,Yes,Music,High School,89.0,No,8.0,3.21,Walk,Normal,Yes,True,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10-01,100.0,6.2,5.1,67,Yes,Music,High School,85.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,True,False,False,True,High
5,Eve Brown,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11-01,100.0,7.7,2.6,88,Yes,Music,High School,99.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
5,Eve Brown,16,Female,Grade 10,arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12-01,100.0,6.2,3.0,82,Yes,Music,High School,91.0,No,8.0,3.21,Walk,Normal,Yes,False,False,False,False,False,False,True,High
6,Frank Miller,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09-01,60.9,8.7,7.0,78,Yes,Sports,High School,99.0,No,5.0,2.59,Walk,Normal,No,False,False,False,False,False,False,False,Low
6,Frank Miller,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10-01,61.9,6.3,3.0,95,Yes,Sports,High School,100.0,No,5.0,2.59,Walk,Normal,No,False,False,False,False,False,False,False,Low
6,Frank Miller,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11-01,62.9,5.0,5.1,71,Yes,Sports,High School,88.0,No,5.0,2.59,Walk,Normal,No,False,False,False,False,False,False,False,Low
6,Frank Miller,17,Male,Grade 10,math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12-01,78.9,7.0,3.7,88,Yes,Sports,High School,99.0,No,5.0,2.59,Walk,Normal,No,False,True,False,False,False,False,False,Medium
6,Frank Miller,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09-01,47.9,6.4,3.1,70,Yes,Sports,High School,85.0,No,5.0,2.59,Walk,Normal,No,False,False,False,False,False,False,False,Low
6,Frank Miller,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10-01,45.9,8.2,2.1,98,Yes,Sports,High School,76.0,No,5.0,2.59,Walk,Normal,No,False,False,False,False,False,False,False,Low
6,Frank Miller,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11-01,58.9,6.8,2.9,76,Yes,Sports,High School,100.0,No,5.0,2.59,Walk,Normal,No,False,False,False,False,False,False,False,Low
6,Frank Miller,17,Male,Grade 10,science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12-01,62.9,8.0,5.9,94,Yes,Sports,High School,85.0,No,5.0,2.59,Walk,Normal,No,False,True,False,False,False,False,False,Low
