student_id,name,age,gender,grade_level,subject_name,teacher_name,difficulty_level,hours_per_week,description,month,score,sleep_hours,study_hours,attendance_rate,internet_access,free_time_activity,parent_education,homework_completion_rate,extracurricular_activities,family_size,previous_gpa,school_transport,health_condition,tutoring,student_status,admission_year,city,country,scholarship_status,exam_attempts,final_exam_date,teacher_experience_years,school_branch,school_type,course_fee,payment_status,parent_income,device_used,feedback_rating
2,Bob Smith,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-09,84.0,8.0,3.3,81,Yes,Sports,None,84.0,Yes,8.0,2.9,Other,Normal,No,Graduated,2015,Mansoura,Egypt,No,1,2024-11-10,21,South,Public,6676,Pending,11230,Mobile,1.7
2,Bob Smith,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-10,85.0,7.8,6.3,93,Yes,Sports,None,82.0,Yes,8.0,2.9,Other,Normal,No,Graduated,2024,Cairo,Egypt,Yes,1,2024-07-13,27,South,Private,9060,Pending,9464,Tablet,4.2
2,Bob Smith,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-11,80.0,5.7,2.3,105,Yes,Sports,None,68.0,Yes,8.0,2.9,Other,Normal,No,Dropped,2020,Cairo,Egypt,No,3,2024-06-30,26,North,Private,4990,Overdue,16746,Mobile,1.5
2,Bob Smith,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-12,93.0,8.5,5.0,78,Yes,Sports,None,87.0,Yes,8.0,2.9,Other,Normal,No,Graduated,2019,Cairo,Egypt,No,1,2024-10-18,16,South,Public,6210,Overdue,5003,Mobile,2.9
2,Bob Smith,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09,87.0,8.2,1.8,86,Yes,Sports,None,77.0,Yes,8.0,2.9,Other,Normal,No,Dropped,2018,Cairo,Egypt,No,2,2024-09-30,6,East,Public,5845,Pending,9195,Laptop,4.8
2,Bob Smith,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10,83.65,5.3,3.1,86,Yes,Sports,None,89.0,Yes,8.0,2.9,Other,Normal,No,Dropped,2017,Giza,Egypt,Yes,3,2024-05-20,25,North,Public,2189,Paid,15662,Laptop,1.7
2,Bob Smith,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11,81.0,5.1,5.1,87,Yes,Sports,None,68.0,Yes,8.0,2.9,Other,Normal,No,Active,2015,Luxor,Egypt,No,3,2024-06-17,12,North,Public,3689,Paid,15739,Laptop,4.9
2,Bob Smith,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12,97.0,6.4,6.4,66,Yes,Sports,None,82.0,Yes,8.0,2.9,Other,Normal,No,Dropped,2020,Alexandria,Egypt,Yes,2,2024-11-27,11,South,Private,5095,Pending,17588,Laptop,5.0
3,Carol Davis,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09,100.0,8.3,3.1,99,No,Gaming,Postgrad,88.0,Yes,2.0,3.68,Private Car,Normal,No,Active,2016,Giza,Egypt,Yes,1,2024-07-26,15,South,Public,2875,Overdue,3789,Laptop,3.2
3,Carol Davis,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10,100.0,5.5,4.0,80,No,Gaming,Postgrad,99.0,Yes,2.0,3.68,Private Car,Normal,No,Dropped,2022,Giza,Egypt,No,3,2024-09-29,15,North,Public,8768,Paid,9598,Laptop,1.7
3,Carol Davis,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11,100.0,5.3,1.6,99,No,Gaming,Postgrad,96.0,Yes,2.0,3.68,Private Car,Normal,No,Dropped,2024,Alexandria,Egypt,No,3,2024-09-16,16,East,Public,4406,Overdue,6838,Tablet,2.3
3,Carol Davis,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12,100.0,6.3,4.1,72,No,Gaming,Postgrad,80.0,Yes,2.0,3.68,Private Car,Normal,No,Active,2019,Alexandria,Egypt,No,2,2024-08-18,10,South,Public,4932,Paid,7872,Laptop,2.7
3,Carol Davis,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09,100.0,6.8,2.3,87,No,Gaming,Postgrad,100.0,Yes,2.0,3.68,Private Car,Normal,No,Active,2021,Cairo,Egypt,Yes,2,2024-12-12,12,South,Public,9240,Pending,13367,Mobile,2.2
3,Carol Davis,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10,100.0,7.8,4.6,76,No,Gaming,Postgrad,89.0,Yes,5.0,3.68,Private Car,Normal,No,Dropped,2024,Giza,Egypt,No,1,2024-10-30,28,West,Private,6408,Overdue,6299,Tablet,2.1
3,Carol Davis,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11,100.0,5.4,1.4,79,No,Gaming,Postgrad,83.0,Yes,2.0,3.68,Private Car,Normal,No,Graduated,2016,Mansoura,Egypt,Yes,3,2024-05-28,13,East,Public,4861,Paid,19357,Mobile,4.9
3,Carol Davis,16,Female,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12,100.0,7.6,3.9,85,No,Gaming,Postgrad,88.0,Yes,2.0,3.68,Private Car,Normal,No,Active,2022,Alexandria,Egypt,No,1,2024-11-13,4,East,Private,8406,Pending,9083,Laptop,1.6
3,Carol Davis,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09,100.0,7.6,1.7,80,No,Gaming,Postgrad,82.0,Yes,2.0,3.68,Private Car,Normal,No,Graduated,2016,Alexandria,Egypt,No,1,2024-11-07,7,North,Public,3833,Pending,7494,Laptop,3.9
3,Carol Davis,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10,105.0,7.0,4.9,70,No,Gaming,Postgrad,88.0,Yes,2.0,3.68,Private Car,Normal,No,Graduated,2018,Luxor,Egypt,Yes,2,2024-06-28,22,East,Public,6285,Pending,13317,Mobile,1.0
3,Carol Davis,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11,100.0,8.9,2.7,89,No,Gaming,Postgrad,70.0,Yes,2.0,3.68,Private Car,Normal,No,Graduated,2015,Mansoura,Egypt,Yes,3,2024-09-10,2,North,Public,8645,Overdue,5129,Mobile,3.4
3,Carol Davis,16,Female,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12,100.0,6.4,4.6,100,No,Gaming,Postgrad,87.0,Yes,2.0,3.68,Private Car,Normal,No,Active,2019,Mansoura,Egypt,Yes,3,2024-06-20,26,West,Public,5777,Overdue,2104,Mobile,4.7
3,Carol Davis,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-09,100.0,5.6,4.3,99,No,Gaming,Postgrad,95.0,Yes,2.0,3.68,Private Car,Normal,No,Graduated,2023,Alexandria,Egypt,Yes,3,2024-09-26,27,East,Public,3735,Pending,9433,Desktop,2.2
3,Carol Davis,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-10,100.0,7.0,3.4,87,No,Gaming,Postgrad,67.0,Yes,2.0,3.68,Private Car,Normal,No,Active,2015,Cairo,Egypt,Yes,2,2024-05-12,27,South,Public,9273,Overdue,9689,Desktop,1.7
3,Carol Davis,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-11,100.0,6.2,1.3,83,No,Gaming,Postgrad,80.0,Yes,2.0,3.68,Private Car,Normal,No,Graduated,2023,Luxor,Egypt,Yes,2,2024-06-19,27,West,Public,9278,Paid,5567,Desktop,3.6
3,Carol Davis,16,Female,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-12,100.0,8.3,2.1,71,No,Gaming,Postgrad,89.0,Yes,2.0,3.68,Private Car,Normal,No,Dropped,2022,Mansoura,Egypt,No,2,2024-09-09,15,North,Public,7368,Pending,19565,Desktop,3.9
3,Carol Davis,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09,100.0,7.3,2.7,90,No,Gaming,Postgrad,86.0,Yes,2.0,3.68,Private Car,Normal,No,Dropped,2020,Alexandria,Egypt,No,2,2024-08-21,8,West,Private,1821,Pending,6644,Tablet,3.8
3,Carol Davis,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10,100.0,5.8,4.6,94,No,Gaming,Postgrad,83.0,Yes,2.0,3.68,Private Car,Normal,No,Active,2021,Mansoura,Egypt,Yes,2,2024-10-17,7,North,Public,8525,Overdue,16966,Laptop,2.3
3,Carol Davis,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11,83.65,7.4,3.2,85,No,Gaming,Postgrad,94.0,Yes,2.0,3.68,Private Car,Normal,No,Dropped,2017,Luxor,Egypt,No,3,2024-11-28,15,West,Private,1162,Pending,13330,Mobile,2.0
3,Carol Davis,16,Female,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12,100.0,8.3,4.7,84,No,Gaming,Postgrad,99.0,Yes,2.0,3.68,Private Car,Normal,No,Dropped,2015,Luxor,Egypt,Yes,1,2024-10-13,23,North,Public,8777,Paid,6394,Laptop,4.8
4,David Wilson,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09,78.4,7.9,2.0,64,Yes,TV/Social Media,None,90.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2019,Giza,Egypt,No,3,2024-09-30,14,East,Private,2932,Overdue,5534,Mobile,4.7
4,David Wilson,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10,73.4,5.4,5.7,81,Yes,TV/Social Media,None,83.0,Yes,7.0,3.34,Bus,Chronic,No,Active,2016,Alexandria,Egypt,No,1,2024-05-14,8,South,Public,4535,Overdue,14388,Laptop,2.8
4,David Wilson,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11,91.4,7.3,3.2,80,Yes,TV/Social Media,None,80.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2019,Luxor,Egypt,Yes,2,2024-11-19,28,North,Public,6956,Pending,13319,Tablet,4.4
4,David Wilson,17,Male,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-12,95.4,5.5,5.7,66,Yes,TV/Social Media,None,91.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2022,Giza,Egypt,Yes,1,2024-06-01,12,West,Public,4446,Pending,8475,Desktop,2.8
4,David Wilson,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-09,57.4,5.5,2.0,75,Yes,TV/Social Media,None,65.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2023,Giza,Egypt,Yes,3,2024-09-16,13,North,Private,3790,Pending,16728,Laptop,2.7
4,David Wilson,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-10,65.4,7.8,1.9,86,Yes,TV/Social Media,None,83.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2016,Mansoura,Egypt,No,3,2024-11-05,11,North,Private,3707,Overdue,14006,Mobile,1.6
4,David Wilson,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-11,77.4,6.1,4.4,68,Yes,TV/Social Media,None,89.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2017,Mansoura,Egypt,Yes,1,2024-09-23,17,North,Private,8959,Pending,18150,Laptop,2.7
4,David Wilson,17,Male,Grade 10,Science,Ms. Fatima,Hard,4,"Physics, chemistry, and biology fundamentals",2023-12,83.4,5.7,2.0,64,Yes,TV/Social Media,None,77.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2017,Giza,Egypt,No,2,2024-10-02,29,West,Private,4933,Paid,2446,Tablet,3.1
4,David Wilson,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-09,79.4,5.8,4.4,79,Yes,TV/Social Media,None,85.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2015,Mansoura,Egypt,Yes,2,2024-06-24,17,South,Public,4385,Pending,2108,Tablet,1.1
4,David Wilson,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-10,91.4,6.5,5.5,66,Yes,TV/Social Media,None,88.0,Yes,7.0,3.34,Bus,Chronic,No,Active,2022,Luxor,Egypt,No,3,2024-10-29,24,East,Public,7636,Pending,5239,Laptop,2.8
4,David Wilson,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-11,98.4,6.3,5.1,90,Yes,TV/Social Media,None,96.0,Yes,7.0,2.89,Bus,Chronic,No,Dropped,2020,Cairo,Egypt,No,1,2024-11-26,4,South,Public,1922,Overdue,7931,Desktop,4.1
4,David Wilson,17,Male,Grade 10,English,Mr. John,Easy,4,"Grammar, reading, and writing skills",2023-12,93.4,6.7,5.9,63,Yes,TV/Social Media,None,100.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2022,Luxor,Egypt,Yes,2,2024-08-28,21,North,Private,9089,Pending,6053,Mobile,3.7
4,David Wilson,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-09,76.4,6.8,2.6,92,Yes,TV/Social Media,None,79.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2023,Giza,Egypt,No,2,2024-12-01,8,West,Public,1564,Overdue,15746,Tablet,3.5
4,David Wilson,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-10,79.4,7.1,4.7,-5,Yes,TV/Social Media,None,88.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2019,Giza,Egypt,No,3,2024-07-14,5,South,Private,4258,Pending,3245,Tablet,4.6
4,David Wilson,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-11,90.4,5.2,4.0,76,Yes,TV/Social Media,None,100.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2017,Luxor,Egypt,Yes,2,2024-05-21,26,North,Private,3500,Paid,15839,Laptop,1.1
4,David Wilson,17,Male,Grade 10,History,Ms. Layla,Medium,3,World and local history events,2023-12,98.4,7.1,5.3,63,Yes,TV/Social Media,None,100.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2019,Mansoura,Egypt,No,1,2024-10-19,16,East,Private,5566,Paid,14856,Tablet,3.2
4,David Wilson,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-09,82.4,7.4,2.9,83,Yes,TV/Social Media,None,100.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2019,Mansoura,Egypt,Yes,3,2024-09-10,4,East,Private,7881,Overdue,7105,Tablet,4.1
4,David Wilson,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-10,92.4,6.0,5.3,81,Yes,TV/Social Media,None,87.0,Yes,7.0,3.34,Bus,Chronic,No,Dropped,2019,Giza,Egypt,Yes,3,2024-07-26,28,East,Private,4636,Overdue,4922,Mobile,3.2
4,David Wilson,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-11,87.4,4.3,4.4,89,Yes,TV/Social Media,None,74.0,Yes,7.0,3.34,Bus,Chronic,No,Dropped,2017,Alexandria,Egypt,Yes,1,2024-10-16,22,North,Public,7030,Pending,4513,Desktop,2.3
4,David Wilson,17,Male,Grade 10,Arabic,Mr. Omar,Easy,5,"Language, literature, and grammar",2023-12,100.0,5.2,1.5,88,Yes,TV/Social Media,None,76.0,Yes,7.0,3.34,Bus,Chronic,No,Graduated,2024,Mansoura,Egypt,Yes,3,2024-06-28,29,West,Private,1223,Pending,4801,Mobile,1.5
5,Eve Brown,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-09,98.1,8.0,6.9,93,Yes,Music,None,94.0,No,8.0,3.21,Walk,Normal,Yes,Dropped,2018,Luxor,Egypt,No,2,2024-07-28,15,South,Private,7297,Paid,15895,Desktop,4.6
5,Eve Brown,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-10,100.0,7.3,3.1,70,Yes,Music,None,100.0,No,8.0,3.21,Walk,Normal,Yes,Active,2023,Mansoura,Egypt,No,2,2024-12-19,12,East,Public,1350,Pending,8981,Mobile,2.9
5,Eve Brown,16,Female,Grade 10,Math,Mr. Ahmed,Medium,5,Basic mathematics concepts and algebra,2023-11,100.0,7.1,4.8,95,Yes,Music,None,89.0,No,8.0,3.21,Walk,Normal,Yes,Graduated,2024,Luxor,Egypt,No,1,2024-10-29,5,North,Private,8314,Paid,10221,Laptop,4.5
