student_id,name,age,gender,grade_level,subject_name,teacher_name,difficulty_level,hours_per_week,description,month,score,sleep_hours,study_hours,attendance_rate,internet_access,free_time_activity,parent_education,homework_completion_rate,extracurricular_activities,family_size,previous_gpa,school_transport,health_condition,tutoring,student_status,admission_year,city,country,scholarship_status,exam_attempts,final_exam_date,teacher_experience_years,school_branch,school_type,course_fee,payment_status,parent_income,device_used,feedback_rating,efficiency,sleep_study_ratio,attendance_category,performance_level,exam_month_num,exam_final_month,days_between_exam_and_month
1,alice johnson,16,female,grade 10,history,ms. layla,medium,3,world and local history events,2023-12-01T00:00:00.000Z,75.0,8.0,4.8,74.0,1,reading,high school,96.0,0,5.0,2.4,bus,normal,0,active,2020,giza,egypt,1,2,2024-12-21,13,south,private,3886,paid,10515,desktop,2.8,3.552,1.667,,good,12,12,386
1,alice johnson,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-09-01T00:00:00.000Z,54.0,8.6,5.5,78.0,1,reading,high school,100.0,0,5.0,2.4,bus,normal,0,dropped,2021,alexandria,egypt,1,1,2024-06-17,23,east,private,9684,paid,3244,desktop,2.5,4.29,1.564,,average,9,6,290
1,alice johnson,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-10-01T00:00:00.000Z,56.0,7.4,5.1,78.0,1,reading,high school,89.0,0,5.0,2.4,bus,normal,0,active,2017,cairo,egypt,0,3,2024-12-31,9,south,public,8435,overdue,13415,mobile,4.8,3.978,1.451,,average,10,12,457
1,alice johnson,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-11-01T00:00:00.000Z,58.0,7.9,3.7,97.0,1,reading,high school,88.0,0,5.0,2.4,bus,normal,0,dropped,2017,cairo,egypt,0,2,2024-06-04,25,east,public,2548,pending,8766,tablet,2.3,3.589,2.135,,average,11,6,216
1,alice johnson,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-12-01T00:00:00.000Z,66.0,6.4,2.9,78.0,1,reading,high school,100.0,0,5.0,2.4,bus,normal,0,dropped,2022,cairo,egypt,1,1,2024-07-25,14,south,private,6065,pending,13662,mobile,4.8,2.262,2.207,,average,12,7,237
1,alice johnson,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-09-01T00:00:00.000Z,83.65,6.8,5.5,84.0,1,reading,high school,100.0,0,5.0,2.4,bus,normal,0,active,2019,cairo,egypt,0,2,2024-10-13,3,west,private,7496,paid,18210,tablet,4.6,4.62,1.236,,good,9,10,408
1,alice johnson,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-10-01T00:00:00.000Z,52.0,5.2,3.6,93.0,1,reading,high school,100.0,0,5.0,2.4,bus,normal,0,active,2018,mansoura,egypt,0,2,2024-10-06,20,west,private,7183,paid,19690,tablet,2.1,3.348,1.444,,average,10,10,371
1,alice johnson,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-11-01T00:00:00.000Z,54.0,7.8,3.8,92.0,1,reading,high school,100.0,0,5.0,2.4,bus,normal,0,dropped,2022,cairo,egypt,1,3,2024-11-22,16,east,private,4957,paid,12313,mobile,4.2,3.496,2.053,,average,11,11,387
1,alice johnson,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-12-01T00:00:00.000Z,58.0,8.9,6.2,86.0,1,reading,high school,100.0,0,5.0,2.4,bus,normal,0,graduated,2020,mansoura,egypt,1,2,2024-09-29,2,south,private,4407,pending,4402,desktop,5.0,5.332,1.435,,average,12,9,303
2,bob smith,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-09-01T00:00:00.000Z,87.0,8.2,1.8,86.0,1,sports,none,77.0,1,8.0,2.9,other,normal,0,dropped,2018,cairo,egypt,0,2,2024-09-30,6,east,public,5845,pending,9195,laptop,4.8,1.548,4.556,,excellent,9,9,395
2,bob smith,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-10-01T00:00:00.000Z,83.65,5.3,3.1,86.0,1,sports,none,89.0,1,8.0,2.9,other,normal,0,dropped,2017,giza,egypt,1,3,2024-05-20,25,north,public,2189,paid,15662,laptop,1.7,2.666,1.71,,good,10,5,232
2,bob smith,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-11-01T00:00:00.000Z,81.0,5.1,5.1,87.0,1,sports,none,68.0,1,8.0,2.9,other,normal,0,active,2015,luxor,egypt,0,3,2024-06-17,12,north,public,3689,paid,15739,laptop,4.9,4.437,1.0,,good,11,6,229
2,bob smith,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-12-01T00:00:00.000Z,97.0,6.4,6.4,66.0,1,sports,none,82.0,1,8.0,2.9,other,normal,0,dropped,2020,alexandria,egypt,1,2,2024-11-27,11,south,private,5095,pending,17588,laptop,5.0,4.224,1.0,,excellent,12,11,362
2,bob smith,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-09-01T00:00:00.000Z,75.0,7.0,3.0,72.0,1,sports,none,67.0,1,8.0,2.9,other,normal,0,dropped,2018,alexandria,egypt,1,2,2024-05-29,17,west,private,3785,paid,12839,mobile,4.1,2.16,2.333,,good,9,5,271
2,bob smith,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-10-01T00:00:00.000Z,96.0,5.8,4.9,72.0,1,sports,none,100.0,1,8.0,2.9,other,normal,0,dropped,2015,mansoura,egypt,1,1,2024-09-04,19,north,public,7065,pending,2010,laptop,1.4,3.528,1.184,,excellent,10,9,339
2,bob smith,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-11-01T00:00:00.000Z,93.0,7.2,3.0,66.0,1,sports,none,96.0,1,8.0,2.9,other,normal,0,graduated,2018,giza,egypt,1,1,2024-05-19,18,south,private,7539,paid,8330,tablet,3.1,1.98,2.4,,excellent,11,5,200
2,bob smith,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-12-01T00:00:00.000Z,98.0,6.0,4.8,86.0,1,sports,none,80.0,1,8.0,2.9,other,normal,0,dropped,2015,luxor,egypt,1,3,2024-10-18,3,north,private,2574,pending,17061,mobile,1.9,4.128,1.25,,excellent,12,10,322
2,bob smith,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-09-01T00:00:00.000Z,84.0,8.0,3.3,81.0,1,sports,none,84.0,1,8.0,2.9,other,normal,0,graduated,2015,mansoura,egypt,0,1,2024-11-10,21,south,public,6676,pending,11230,mobile,1.7,2.673,2.424,,good,9,11,436
2,bob smith,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-10-01T00:00:00.000Z,85.0,7.8,6.3,93.0,1,sports,none,82.0,1,8.0,2.9,other,normal,0,graduated,2024,cairo,egypt,1,1,2024-07-13,27,south,private,9060,pending,9464,tablet,4.2,5.859,1.238,,excellent,10,7,286
2,bob smith,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-11-01T00:00:00.000Z,80.0,5.7,2.3,100.0,1,sports,none,68.0,1,8.0,2.9,other,normal,0,dropped,2020,cairo,egypt,0,3,2024-06-30,26,north,private,4990,overdue,16746,mobile,1.5,2.3,2.478,,good,11,6,242
2,bob smith,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-12-01T00:00:00.000Z,93.0,8.5,5.0,78.0,1,sports,none,87.0,1,8.0,2.9,other,normal,0,graduated,2019,cairo,egypt,0,1,2024-10-18,16,south,public,6210,overdue,5003,mobile,2.9,3.9,1.7,,excellent,12,10,322
2,bob smith,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-09-01T00:00:00.000Z,76.0,8.0,4.2,68.0,1,sports,none,90.0,1,8.0,2.9,other,normal,0,active,2024,giza,egypt,0,2,2024-11-13,12,north,private,3590,pending,3907,tablet,3.6,2.856,1.905,,good,9,11,439
2,bob smith,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-10-01T00:00:00.000Z,95.0,8.9,2.7,74.0,1,sports,none,91.0,1,8.0,2.9,other,normal,0,active,2017,mansoura,egypt,1,2,2024-07-24,25,east,private,8754,overdue,19164,laptop,3.6,1.998,3.296,,excellent,10,7,297
2,bob smith,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-11-01T00:00:00.000Z,83.65,6.5,4.7,72.0,1,sports,none,84.0,1,8.0,2.9,other,normal,0,graduated,2019,giza,egypt,1,2,2024-09-02,10,west,private,5934,overdue,3019,tablet,4.8,3.384,1.383,,good,11,9,306
2,bob smith,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-12-01T00:00:00.000Z,100.0,8.4,3.7,90.0,1,sports,none,92.0,1,8.0,2.9,other,normal,0,graduated,2020,cairo,egypt,0,1,2024-09-15,18,north,public,5076,pending,13457,mobile,1.0,3.33,2.27,,excellent,12,9,289
2,bob smith,17,male,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-09-01T00:00:00.000Z,66.0,7.8,6.3,76.0,1,sports,none,85.0,1,8.0,2.9,other,normal,0,active,2024,cairo,egypt,0,3,2024-07-22,22,south,private,6185,pending,3403,tablet,2.0,4.788,1.238,,average,9,7,325
2,bob smith,17,male,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-10-01T00:00:00.000Z,75.0,8.6,2.3,5.0,1,sports,none,87.0,1,8.0,2.9,other,normal,0,active,2020,mansoura,egypt,0,2,2024-05-25,27,north,private,2093,pending,19810,laptop,4.7,0.115,3.739,,good,10,5,237
2,bob smith,17,male,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-11-01T00:00:00.000Z,82.0,5.1,6.4,71.0,1,sports,none,99.0,1,8.0,2.9,other,normal,0,active,2018,cairo,egypt,0,3,2024-07-07,11,west,public,4880,paid,10855,mobile,4.7,4.544,0.797,,good,11,7,249
2,bob smith,17,male,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-12-01T00:00:00.000Z,79.0,8.7,1.9,85.0,1,sports,none,82.0,1,8.0,2.9,other,normal,0,dropped,2017,luxor,egypt,0,2,2024-06-30,16,north,public,7559,pending,7868,tablet,3.9,1.615,4.579,,good,12,6,212
3,carol davis,16,female,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-09-01T00:00:00.000Z,100.0,7.3,2.7,90.0,0,gaming,postgrad,86.0,1,2.0,3.68,private car,normal,0,dropped,2020,alexandria,egypt,0,2,2024-08-21,8,west,private,1821,pending,6644,tablet,3.8,2.43,2.704,,excellent,9,8,355
3,carol davis,16,female,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-10-01T00:00:00.000Z,100.0,5.8,4.6,94.0,0,gaming,postgrad,83.0,1,2.0,3.68,private car,normal,0,active,2021,mansoura,egypt,1,2,2024-10-17,7,north,public,8525,overdue,16966,laptop,2.3,4.324,1.261,,excellent,10,10,382
3,carol davis,16,female,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-11-01T00:00:00.000Z,83.65,7.4,3.2,85.0,0,gaming,postgrad,94.0,1,2.0,3.68,private car,normal,0,dropped,2017,luxor,egypt,0,3,2024-11-28,15,west,private,1162,pending,13330,mobile,2.0,2.72,2.313,,good,11,11,393
3,carol davis,16,female,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-12-01T00:00:00.000Z,100.0,8.3,4.7,84.0,0,gaming,postgrad,99.0,1,2.0,3.68,private car,normal,0,dropped,2015,luxor,egypt,1,1,2024-10-13,23,north,public,8777,paid,6394,laptop,4.8,3.948,1.766,,excellent,12,10,317
3,carol davis,16,female,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-09-01T00:00:00.000Z,100.0,7.6,1.7,80.0,0,gaming,postgrad,82.0,1,2.0,3.68,private car,normal,0,graduated,2016,alexandria,egypt,0,1,2024-11-07,7,north,public,3833,pending,7494,laptop,3.9,1.36,4.471,,excellent,9,11,433
3,carol davis,16,female,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-10-01T00:00:00.000Z,100.0,7.0,4.9,70.0,0,gaming,postgrad,88.0,1,2.0,3.68,private car,normal,0,graduated,2018,luxor,egypt,1,2,2024-06-28,22,east,public,6285,pending,13317,mobile,1.0,3.43,1.429,,excellent,10,6,271
3,carol davis,16,female,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-11-01T00:00:00.000Z,100.0,8.9,2.7,89.0,0,gaming,postgrad,70.0,1,2.0,3.68,private car,normal,0,graduated,2015,mansoura,egypt,1,3,2024-09-10,2,north,public,8645,overdue,5129,mobile,3.4,2.403,3.296,,excellent,11,9,314
3,carol davis,16,female,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-12-01T00:00:00.000Z,100.0,6.4,4.6,100.0,0,gaming,postgrad,87.0,1,2.0,3.68,private car,normal,0,active,2019,mansoura,egypt,1,3,2024-06-20,26,west,public,5777,overdue,2104,mobile,4.7,4.6,1.391,,excellent,12,6,202
3,carol davis,16,female,grade 10,history,ms. layla,medium,3,world and local history events,2023-09-01T00:00:00.000Z,100.0,5.6,4.3,99.0,0,gaming,postgrad,95.0,1,2.0,3.68,private car,normal,0,graduated,2023,alexandria,egypt,1,3,2024-09-26,27,east,public,3735,pending,9433,desktop,2.2,4.257,1.302,,excellent,9,9,391
3,carol davis,16,female,grade 10,history,ms. layla,medium,3,world and local history events,2023-10-01T00:00:00.000Z,100.0,7.0,3.4,87.0,0,gaming,postgrad,67.0,1,2.0,3.68,private car,normal,0,active,2015,cairo,egypt,1,2,2024-05-12,27,south,public,9273,overdue,9689,desktop,1.7,2.958,2.059,,excellent,10,5,224
3,carol davis,16,female,grade 10,history,ms. layla,medium,3,world and local history events,2023-11-01T00:00:00.000Z,100.0,6.2,1.3,83.0,0,gaming,postgrad,80.0,1,2.0,3.68,private car,normal,0,graduated,2023,luxor,egypt,1,2,2024-06-19,27,west,public,9278,paid,5567,desktop,3.6,1.079,4.769,,excellent,11,6,231
3,carol davis,16,female,grade 10,history,ms. layla,medium,3,world and local history events,2023-12-01T00:00:00.000Z,100.0,8.3,2.1,71.0,0,gaming,postgrad,89.0,1,2.0,3.68,private car,normal,0,dropped,2022,mansoura,egypt,0,2,2024-09-09,15,north,public,7368,pending,19565,desktop,3.9,1.491,3.952,,excellent,12,9,283
3,carol davis,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-09-01T00:00:00.000Z,100.0,8.3,3.1,99.0,0,gaming,postgrad,88.0,1,2.0,3.68,private car,normal,0,active,2016,giza,egypt,1,1,2024-07-26,15,south,public,2875,overdue,3789,laptop,3.2,3.069,2.677,,excellent,9,7,329
3,carol davis,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-10-01T00:00:00.000Z,100.0,5.5,4.0,80.0,0,gaming,postgrad,99.0,1,2.0,3.68,private car,normal,0,dropped,2022,giza,egypt,0,3,2024-09-29,15,north,public,8768,paid,9598,laptop,1.7,3.2,1.375,,excellent,10,9,364
3,carol davis,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-11-01T00:00:00.000Z,100.0,5.3,1.6,99.0,0,gaming,postgrad,96.0,1,2.0,3.68,private car,normal,0,dropped,2024,alexandria,egypt,0,3,2024-09-16,16,east,public,4406,overdue,6838,tablet,2.3,1.584,3.312,,excellent,11,9,320
3,carol davis,16,female,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-12-01T00:00:00.000Z,100.0,6.3,4.1,72.0,0,gaming,postgrad,80.0,1,2.0,3.68,private car,normal,0,active,2019,alexandria,egypt,0,2,2024-08-18,10,south,public,4932,paid,7872,laptop,2.7,2.952,1.537,,excellent,12,8,261
3,carol davis,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-09-01T00:00:00.000Z,100.0,6.8,2.3,87.0,0,gaming,postgrad,100.0,1,2.0,3.68,private car,normal,0,active,2021,cairo,egypt,1,2,2024-12-12,12,south,public,9240,pending,13367,mobile,2.2,2.001,2.957,,excellent,9,12,468
3,carol davis,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-10-01T00:00:00.000Z,100.0,7.8,4.6,76.0,0,gaming,postgrad,89.0,1,5.0,3.68,private car,normal,0,dropped,2024,giza,egypt,0,1,2024-10-30,28,west,private,6408,overdue,6299,tablet,2.1,3.496,1.696,,excellent,10,10,395
3,carol davis,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-11-01T00:00:00.000Z,100.0,5.4,1.4,79.0,0,gaming,postgrad,83.0,1,2.0,3.68,private car,normal,0,graduated,2016,mansoura,egypt,1,3,2024-05-28,13,east,public,4861,paid,19357,mobile,4.9,1.106,3.857,,excellent,11,5,209
3,carol davis,16,female,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-12-01T00:00:00.000Z,100.0,7.6,3.9,85.0,0,gaming,postgrad,88.0,1,2.0,3.68,private car,normal,0,active,2022,alexandria,egypt,0,1,2024-11-13,4,east,private,8406,pending,9083,laptop,1.6,3.315,1.949,,excellent,12,11,348
4,david wilson,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-09-01T00:00:00.000Z,82.4,7.4,2.9,83.0,1,tv/social media,none,100.0,1,7.0,3.34,bus,chronic,0,graduated,2019,mansoura,egypt,1,3,2024-09-10,4,east,private,7881,overdue,7105,tablet,4.1,2.407,2.552,,good,9,9,375
4,david wilson,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-10-01T00:00:00.000Z,92.4,6.0,5.3,81.0,1,tv/social media,none,87.0,1,7.0,3.34,bus,chronic,0,dropped,2019,giza,egypt,1,3,2024-07-26,28,east,private,4636,overdue,4922,mobile,3.2,4.293,1.132,,excellent,10,7,299
4,david wilson,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-11-01T00:00:00.000Z,87.4,4.3,4.4,89.0,1,tv/social media,none,74.0,1,7.0,3.34,bus,chronic,0,dropped,2017,alexandria,egypt,1,1,2024-10-16,22,north,public,7030,pending,4513,desktop,2.3,3.916,0.977,,excellent,11,10,350
4,david wilson,17,male,grade 10,arabic,mr. omar,easy,5,"language, literature, and grammar",2023-12-01T00:00:00.000Z,100.0,5.2,1.5,88.0,1,tv/social media,none,76.0,1,7.0,3.34,bus,chronic,0,graduated,2024,mansoura,egypt,1,3,2024-06-28,29,west,private,1223,pending,4801,mobile,1.5,1.32,3.467,,excellent,12,6,210
4,david wilson,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-09-01T00:00:00.000Z,79.4,5.8,4.4,79.0,1,tv/social media,none,85.0,1,7.0,3.34,bus,chronic,0,graduated,2015,mansoura,egypt,1,2,2024-06-24,17,south,public,4385,pending,2108,tablet,1.1,3.476,1.318,,good,9,6,297
4,david wilson,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-10-01T00:00:00.000Z,91.4,6.5,5.5,66.0,1,tv/social media,none,88.0,1,7.0,3.34,bus,chronic,0,active,2022,luxor,egypt,0,3,2024-10-29,24,east,public,7636,pending,5239,laptop,2.8,3.63,1.182,,excellent,10,10,394
4,david wilson,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-11-01T00:00:00.000Z,98.4,6.3,5.1,90.0,1,tv/social media,none,96.0,1,7.0,2.89,bus,chronic,0,dropped,2020,cairo,egypt,0,1,2024-11-26,4,south,public,1922,overdue,7931,desktop,4.1,4.59,1.235,,excellent,11,11,391
4,david wilson,17,male,grade 10,english,mr. john,easy,4,"grammar, reading, and writing skills",2023-12-01T00:00:00.000Z,93.4,6.7,5.9,63.0,1,tv/social media,none,100.0,1,7.0,3.34,bus,chronic,0,graduated,2022,luxor,egypt,1,2,2024-08-28,21,north,private,9089,pending,6053,mobile,3.7,3.717,1.136,,excellent,12,8,271
4,david wilson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-09-01T00:00:00.000Z,76.4,6.8,2.6,92.0,1,tv/social media,none,79.0,1,7.0,3.34,bus,chronic,0,graduated,2023,giza,egypt,0,2,2024-12-01,8,west,public,1564,overdue,15746,tablet,3.5,2.392,2.615,,good,9,12,457
4,david wilson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-10-01T00:00:00.000Z,79.4,7.1,4.7,5.0,1,tv/social media,none,88.0,1,7.0,3.34,bus,chronic,0,graduated,2019,giza,egypt,0,3,2024-07-14,5,south,private,4258,pending,3245,tablet,4.6,0.235,1.511,,good,10,7,287
4,david wilson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-11-01T00:00:00.000Z,90.4,5.2,4.0,76.0,1,tv/social media,none,100.0,1,7.0,3.34,bus,chronic,0,graduated,2017,luxor,egypt,1,2,2024-05-21,26,north,private,3500,paid,15839,laptop,1.1,3.04,1.3,,excellent,11,5,202
4,david wilson,17,male,grade 10,history,ms. layla,medium,3,world and local history events,2023-12-01T00:00:00.000Z,98.4,7.1,5.3,63.0,1,tv/social media,none,100.0,1,7.0,3.34,bus,chronic,0,graduated,2019,mansoura,egypt,0,1,2024-10-19,16,east,private,5566,paid,14856,tablet,3.2,3.339,1.34,,excellent,12,10,323
4,david wilson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-09-01T00:00:00.000Z,78.4,7.9,2.0,64.0,1,tv/social media,none,90.0,1,7.0,3.34,bus,chronic,0,graduated,2019,giza,egypt,0,3,2024-09-30,14,east,private,2932,overdue,5534,mobile,4.7,1.28,3.95,,good,9,9,395
4,david wilson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-10-01T00:00:00.000Z,73.4,5.4,5.7,81.0,1,tv/social media,none,83.0,1,7.0,3.34,bus,chronic,0,active,2016,alexandria,egypt,0,1,2024-05-14,8,south,public,4535,overdue,14388,laptop,2.8,4.617,0.947,,good,10,5,226
4,david wilson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-11-01T00:00:00.000Z,91.4,7.3,3.2,80.0,1,tv/social media,none,80.0,1,7.0,3.34,bus,chronic,0,graduated,2019,luxor,egypt,1,2,2024-11-19,28,north,public,6956,pending,13319,tablet,4.4,2.56,2.281,,excellent,11,11,384
4,david wilson,17,male,grade 10,math,mr. ahmed,medium,5,basic mathematics concepts and algebra,2023-12-01T00:00:00.000Z,95.4,5.5,5.7,66.0,1,tv/social media,none,91.0,1,7.0,3.34,bus,chronic,0,graduated,2022,giza,egypt,1,1,2024-06-01,12,west,public,4446,pending,8475,desktop,2.8,3.762,0.965,,excellent,12,6,183
4,david wilson,17,male,grade 10,science,ms. fatima,hard,4,"physics, chemistry, and biology fundamentals",2023-09-01T00:00:00.000Z,57.4,5.5,2.0,75.0,1,tv/social media,none,65.0,1,7.0,3.34,bus,chronic,0,graduated,2023,giza,egypt,1,3,2024-09-16,13,north,private,3790,pending,16728,laptop,2.7,1.5,2.75,,average,9,9,381
